Course Name,Course Code,Course ID,Academic Term,Class,Class ID,Section,Section ID,Core Code,Core Text,Primary Instructor Formatted Name,Primary Instructor Link BLue Id,Course Section,Assignment Name,Assignment ID
AAS200-002: Intro African-American Studies (Fall 2018),AAS200-002,1929928,Fall 2019,AAS 200,98008201,Section 002,97412868,CCC,"Community, Culture and Citizenship in US",Regina D Hamilton,RHA365,AAS200-002,Take Home Quiz/ Writing Assignment # 1,10147863
AAS200-002: Intro African-American Studies (Fall 2018),AAS200-002,1929928,Fall 2019,AAS 200,98008201,Section 002,97412868,CCC,"Community, Culture and Citizenship in US",Regina D Hamilton,RHA365,AAS200-002,Midterm Exam ,10149925
AAS200-002: Intro African-American Studies (Fall 2018),AAS200-002,1929928,Fall 2019,AAS 200,98008201,Section 002,97412868,CCC,"Community, Culture and Citizenship in US",Regina D Hamilton,RHA365,AAS200-002,Group Project ,10160976
AAS200-002: Intro African-American Studies (Fall 2018),AAS200-002,1929928,Fall 2019,AAS 200,98008201,Section 002,97412868,CCC,"Community, Culture and Citizenship in US",Regina D Hamilton,RHA365,AAS200-002,Final Exam Questions ,10177473
AAS200-002: Intro African-American Studies (Fall 2018),AAS200-002,1929928,Fall 2019,AAS 200,98008201,Section 002,97412868,CCC,"Community, Culture and Citizenship in US",Regina D Hamilton,RHA365,AAS200-002,Class Participation ,10189664
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Oct 4 Reading Quiz,10154697
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Book Choice for Enhanced Book Review,10154698
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Enhanced Book Review Submission,10154699
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,First Day Interview,10154700
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Poverty Statistics Mini Research Paper Submission,10154701
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Oct 4 - Quick Write (Soc Prob/Inequalities),10155748
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Oct 9 Reading Quiz,10155859
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Oct 11 Reading Quiz,10155874
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Oct 9 - Quick Write (Saving Capitalism),10158132
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Oct 16 Reading Quiz,10159154
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Tokens,10160383
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Oct 11 - Minimum Wage/Cost of Living Exercise,10160386
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Oct 16 - Reel Injun Video Worksheet,10161567
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Oct 18 - Reflection,10162141
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Oct 23/25 - Reading Quiz,10163677
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Oct 25 - Miss Representation,10164899
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Midterm Exam,10165352
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Nov 6/8 Reading Quiz,10168125
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Nov 6 - Analyzing ACT scores,10170428
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Nov 1 - Unnatural Causes video,10170449
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Nov 8 - Student Voice Team,10170669
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Nov 13 - Jeremy and Food Apartheid,10173637
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Nov 15 - Food Insecurity Map Exercise,10173638
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Extra Credit Mini Research Paper Submission,10178856
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Nov 27 - The Other Side of Immigration,10181347
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Nov 29 - Immigration Survey,10181348
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Dec 4 - Citizen Autistic,10181349
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Dec 6 - ADA Checklist,10181350
AAS235-001: Inequalities In Society (Fall 2018),AAS235-001,1926172,Fall 2019,AAS 235,98011010,Section 001,97388815,CCC,"Community, Culture and Citizenship in US",Sara N Fisher,SNFI222,AAS235-001,Final Exam,10182184
A-E120-001: Pathways To Creativity In The Visual Art (Fall 2018),A-E120-001,1922535,Fall 2019,A-E 120,98015263,Section 001,97346141,ACR,Intellectual Inquiry Arts & Creativity,Martha K Henton,MKHENT2,A-E120-001,Magical Machines,10138548
A-E120-001: Pathways To Creativity In The Visual Art (Fall 2018),A-E120-001,1922535,Fall 2019,A-E 120,98015263,Section 001,97346141,ACR,Intellectual Inquiry Arts & Creativity,Martha K Henton,MKHENT2,A-E120-001,Transformation Part I,10144757
A-E120-001: Pathways To Creativity In The Visual Art (Fall 2018),A-E120-001,1922535,Fall 2019,A-E 120,98015263,Section 001,97346141,ACR,Intellectual Inquiry Arts & Creativity,Martha K Henton,MKHENT2,A-E120-001,Roll Call Attendance,10149040
A-E120-001: Pathways To Creativity In The Visual Art (Fall 2018),A-E120-001,1922535,Fall 2019,A-E 120,98015263,Section 001,97346141,ACR,Intellectual Inquiry Arts & Creativity,Martha K Henton,MKHENT2,A-E120-001,Partner Slide Show,10153616
A-E120-001: Pathways To Creativity In The Visual Art (Fall 2018),A-E120-001,1922535,Fall 2019,A-E 120,98015263,Section 001,97346141,ACR,Intellectual Inquiry Arts & Creativity,Martha K Henton,MKHENT2,A-E120-001,Transformation Part II,10160699
A-E120-001: Pathways To Creativity In The Visual Art (Fall 2018),A-E120-001,1922535,Fall 2019,A-E 120,98015263,Section 001,97346141,ACR,Intellectual Inquiry Arts & Creativity,Martha K Henton,MKHENT2,A-E120-001,Creating a Better World,10174406
A-E120-001: Pathways To Creativity In The Visual Art (Fall 2018),A-E120-001,1922535,Fall 2019,A-E 120,98015263,Section 001,97346141,ACR,Intellectual Inquiry Arts & Creativity,Martha K Henton,MKHENT2,A-E120-001,Teacher Course Evaluation,10175526
A-E120-002: Pathways To Creativity In The Visual Art (Fall 2018),A-E120-002,1930136,Fall 2019,A-E 120,98015263,Section 002,97346142,ACR,Intellectual Inquiry Arts & Creativity,Renee D Oschwald,RDBAIR2,A-E120-002,Radical Robots,10139696
A-E120-002: Pathways To Creativity In The Visual Art (Fall 2018),A-E120-002,1930136,Fall 2019,A-E 120,98015263,Section 002,97346142,ACR,Intellectual Inquiry Arts & Creativity,Renee D Oschwald,RDBAIR2,A-E120-002,Transformation 1 Reflection,10143100
A-E120-002: Pathways To Creativity In The Visual Art (Fall 2018),A-E120-002,1930136,Fall 2019,A-E 120,98015263,Section 002,97346142,ACR,Intellectual Inquiry Arts & Creativity,Renee D Oschwald,RDBAIR2,A-E120-002,Transformation 2 - Partner Slideshow Reflection,10143132
A-E120-002: Pathways To Creativity In The Visual Art (Fall 2018),A-E120-002,1930136,Fall 2019,A-E 120,98015263,Section 002,97346142,ACR,Intellectual Inquiry Arts & Creativity,Renee D Oschwald,RDBAIR2,A-E120-002,Transformation 2 - Partner SS Upload,10158075
A-E120-002: Pathways To Creativity In The Visual Art (Fall 2018),A-E120-002,1930136,Fall 2019,A-E 120,98015263,Section 002,97346142,ACR,Intellectual Inquiry Arts & Creativity,Renee D Oschwald,RDBAIR2,A-E120-002,Transformation 1 Slideshow,10158110
A-E120-002: Pathways To Creativity In The Visual Art (Fall 2018),A-E120-002,1930136,Fall 2019,A-E 120,98015263,Section 002,97346142,ACR,Intellectual Inquiry Arts & Creativity,Renee D Oschwald,RDBAIR2,A-E120-002,Multi-Layered Mind-Map Self-Portrait,10159946
A-E120-002: Pathways To Creativity In The Visual Art (Fall 2018),A-E120-002,1930136,Fall 2019,A-E 120,98015263,Section 002,97346142,ACR,Intellectual Inquiry Arts & Creativity,Renee D Oschwald,RDBAIR2,A-E120-002,C.I.A. (Concept Image Assignment),10168643
A-E120-002: Pathways To Creativity In The Visual Art (Fall 2018),A-E120-002,1930136,Fall 2019,A-E 120,98015263,Section 002,97346142,ACR,Intellectual Inquiry Arts & Creativity,Renee D Oschwald,RDBAIR2,A-E120-002,Visual Literacy - Creating a Better World,10172784
A-E120-002: Pathways To Creativity In The Visual Art (Fall 2018),A-E120-002,1930136,Fall 2019,A-E 120,98015263,Section 002,97346142,ACR,Intellectual Inquiry Arts & Creativity,Renee D Oschwald,RDBAIR2,A-E120-002,Attendance,10179176
A-E120-002: Pathways To Creativity In The Visual Art (Fall 2018),A-E120-002,1930136,Fall 2019,A-E 120,98015263,Section 002,97346142,ACR,Intellectual Inquiry Arts & Creativity,Renee D Oschwald,RDBAIR2,A-E120-002,Teacher Course Evaluation,10187161
A-H101-001: Section 001 (Fall 2018),A-H101-001,1920455,Fall 2019,A-H 101,98015350,Section 001,97410831,HUM,Intellectual Inquiry in the Humanities,Allison B Hays,ABHAYS0,A-H101-001,Roll Call Attendance,10134015
A-H101-001: Section 001 (Fall 2018),A-H101-001,1920455,Fall 2019,A-H 101,98015350,Section 001,97410831,HUM,Intellectual Inquiry in the Humanities,Allison B Hays,ABHAYS0,A-H101-001,"READING QUIZ: Nicholas Mirzoeff, “Introduction: How to See the World,” How to See the World-An Introduction to Images, From Self-Portraits to Selfies, Maps to Movies, and More.  (Basic Books, 2016), 1-27.  (Reading available as a PDF in Canvas)",10141805
A-H101-001: Section 001 (Fall 2018),A-H101-001,1920455,Fall 2019,A-H 101,98015350,Section 001,97410831,HUM,Intellectual Inquiry in the Humanities,Allison B Hays,ABHAYS0,A-H101-001,Art Analysis Assignment,10144895
A-H101-001: Section 001 (Fall 2018),A-H101-001,1920455,Fall 2019,A-H 101,98015350,Section 001,97410831,HUM,Intellectual Inquiry in the Humanities,Allison B Hays,ABHAYS0,A-H101-001,"Photography Assignment - Due in Canvas Friday, 11/16",10144924
A-H101-001: Section 001 (Fall 2018),A-H101-001,1920455,Fall 2019,A-H 101,98015350,Section 001,97410831,HUM,Intellectual Inquiry in the Humanities,Allison B Hays,ABHAYS0,A-H101-001,Final Project - Film Review ,10144925
A-H101-001: Section 001 (Fall 2018),A-H101-001,1920455,Fall 2019,A-H 101,98015350,Section 001,97410831,HUM,Intellectual Inquiry in the Humanities,Allison B Hays,ABHAYS0,A-H101-001,Collage Project and Presentation,10151084
A-H101-001: Section 001 (Fall 2018),A-H101-001,1920455,Fall 2019,A-H 101,98015350,Section 001,97410831,HUM,Intellectual Inquiry in the Humanities,Allison B Hays,ABHAYS0,A-H101-001,"READING QUIZ: Nicholas Mirzoeff, “How We Think About Seeing,"" How to See the World-An Introduction to Images, From Self-Portraits to Selfies, Maps to Movies, and More, 71-96.  (Reading available as a PDF in Canvas)",10162988
A-H101-001: Section 001 (Fall 2018),A-H101-001,1920455,Fall 2019,A-H 101,98015350,Section 001,97410831,HUM,Intellectual Inquiry in the Humanities,Allison B Hays,ABHAYS0,A-H101-001,Midterm Exam ,10165467
A-H101-002: Introduction To Visual Studies (Fall 2018),A-H101-002,1920456,Fall 2019,A-H 101,98015350,Section 002,97410832,HUM,Intellectual Inquiry in the Humanities,Allison B Hays,ABHAYS0,A-H101-002,Roll Call Attendance,10134275
A-H101-002: Introduction To Visual Studies (Fall 2018),A-H101-002,1920456,Fall 2019,A-H 101,98015350,Section 002,97410832,HUM,Intellectual Inquiry in the Humanities,Allison B Hays,ABHAYS0,A-H101-002,"READING QUIZ: Nicholas Mirzoeff, “Introduction: How to See the World,” How to See the World-An Introduction to Images, From Self-Portraits to Selfies, Maps to Movies, and More.  (Basic Books, 2016), 1-27.  (Reading available as a PDF in Canvas)",10142346
A-H101-002: Introduction To Visual Studies (Fall 2018),A-H101-002,1920456,Fall 2019,A-H 101,98015350,Section 002,97410832,HUM,Intellectual Inquiry in the Humanities,Allison B Hays,ABHAYS0,A-H101-002,Art Analysis Assignment,10144935
A-H101-002: Introduction To Visual Studies (Fall 2018),A-H101-002,1920456,Fall 2019,A-H 101,98015350,Section 002,97410832,HUM,Intellectual Inquiry in the Humanities,Allison B Hays,ABHAYS0,A-H101-002,Midterm Exam,10144939
A-H101-002: Introduction To Visual Studies (Fall 2018),A-H101-002,1920456,Fall 2019,A-H 101,98015350,Section 002,97410832,HUM,Intellectual Inquiry in the Humanities,Allison B Hays,ABHAYS0,A-H101-002,"Photography Assignment - Due in Canvas Friday, 11/16",10144940
A-H101-002: Introduction To Visual Studies (Fall 2018),A-H101-002,1920456,Fall 2019,A-H 101,98015350,Section 002,97410832,HUM,Intellectual Inquiry in the Humanities,Allison B Hays,ABHAYS0,A-H101-002,Final Project - Film Review,10144945
A-H101-002: Introduction To Visual Studies (Fall 2018),A-H101-002,1920456,Fall 2019,A-H 101,98015350,Section 002,97410832,HUM,Intellectual Inquiry in the Humanities,Allison B Hays,ABHAYS0,A-H101-002,Collage Project and Presentation,10151090
A-H101-002: Introduction To Visual Studies (Fall 2018),A-H101-002,1920456,Fall 2019,A-H 101,98015350,Section 002,97410832,HUM,Intellectual Inquiry in the Humanities,Allison B Hays,ABHAYS0,A-H101-002,"READING QUIZ: Nicholas Mirzoeff, “How We Think About Seeing,"" How to See the World-An Introduction to Images, From Self-Portraits to Selfies, Maps to Movies, and More, 71-96.  (Reading available as a PDF in Canvas)",10162994
A-H101-003: Introduction To Visual Studies (Fall 2018),A-H101-003,1935413,Fall 2019,A-H 101,98015350,Section 003,97419104,HUM,Intellectual Inquiry in the Humanities,Allison B Hays,ABHAYS0,A-H101-003,Roll Call Attendance,10134558
A-H101-003: Introduction To Visual Studies (Fall 2018),A-H101-003,1935413,Fall 2019,A-H 101,98015350,Section 003,97419104,HUM,Intellectual Inquiry in the Humanities,Allison B Hays,ABHAYS0,A-H101-003,"READING QUIZ: Nicholas Mirzoeff, “Introduction: How to See the World,” How to See the World-An Introduction to Images, From Self-Portraits to Selfies, Maps to Movies, and More.  (Basic Books, 2016), 1-27.  (Reading available as a PDF in Canvas)",10142353
A-H101-003: Introduction To Visual Studies (Fall 2018),A-H101-003,1935413,Fall 2019,A-H 101,98015350,Section 003,97419104,HUM,Intellectual Inquiry in the Humanities,Allison B Hays,ABHAYS0,A-H101-003,Art Analysis Assignment,10144952
A-H101-003: Introduction To Visual Studies (Fall 2018),A-H101-003,1935413,Fall 2019,A-H 101,98015350,Section 003,97419104,HUM,Intellectual Inquiry in the Humanities,Allison B Hays,ABHAYS0,A-H101-003,Midterm Exam,10144955
A-H101-003: Introduction To Visual Studies (Fall 2018),A-H101-003,1935413,Fall 2019,A-H 101,98015350,Section 003,97419104,HUM,Intellectual Inquiry in the Humanities,Allison B Hays,ABHAYS0,A-H101-003,"Photography Assignment - Due in Canvas Friday, 11/16",10144956
A-H101-003: Introduction To Visual Studies (Fall 2018),A-H101-003,1935413,Fall 2019,A-H 101,98015350,Section 003,97419104,HUM,Intellectual Inquiry in the Humanities,Allison B Hays,ABHAYS0,A-H101-003,Final Project - Film Review,10144959
A-H101-003: Introduction To Visual Studies (Fall 2018),A-H101-003,1935413,Fall 2019,A-H 101,98015350,Section 003,97419104,HUM,Intellectual Inquiry in the Humanities,Allison B Hays,ABHAYS0,A-H101-003,Collage Project and Presentation,10151092
A-H101-003: Introduction To Visual Studies (Fall 2018),A-H101-003,1935413,Fall 2019,A-H 101,98015350,Section 003,97419104,HUM,Intellectual Inquiry in the Humanities,Allison B Hays,ABHAYS0,A-H101-003,"READING QUIZ: Nicholas Mirzoeff, “How We Think About Seeing,"" How to See the World-An Introduction to Images, From Self-Portraits to Selfies, Maps to Movies, and More, 71-96.  (Reading available as a PDF in Canvas)",10162995
A-H105-001: World Art Before 1400 (Fall 2018),A-H105-001,1920457,Fall 2019,A-H 105,98003605,Section 001,97390293,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H105-001,"Assignment 4, Pharaoh Hatshepsut (Due Sept 17)",10119362
A-H105-001: World Art Before 1400 (Fall 2018),A-H105-001,1920457,Fall 2019,A-H 105,98003605,Section 001,97390293,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H105-001,"Assignment 9, Santa Sabina (quiz due Oct 25)",10119363
A-H105-001: World Art Before 1400 (Fall 2018),A-H105-001,1920457,Fall 2019,A-H 105,98003605,Section 001,97390293,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H105-001,"Assignment 12, Quiz (due Nov 18)",10119364
A-H105-001: World Art Before 1400 (Fall 2018),A-H105-001,1920457,Fall 2019,A-H 105,98003605,Section 001,97390293,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H105-001,Assignment 1 - Intro Readings and Quiz (Due Sept 3) ,10119365
A-H105-001: World Art Before 1400 (Fall 2018),A-H105-001,1920457,Fall 2019,A-H 105,98003605,Section 001,97390293,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H105-001,"Assignment 8, The Pantheon (due 10/18)",10119366
A-H105-001: World Art Before 1400 (Fall 2018),A-H105-001,1920457,Fall 2019,A-H 105,98003605,Section 001,97390293,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H105-001,"Assignment 6, Greek Classical Orders (Due 10/1) ",10119367
A-H105-001: World Art Before 1400 (Fall 2018),A-H105-001,1920457,Fall 2019,A-H 105,98003605,Section 001,97390293,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H105-001,"Assignment 13, Quiz (Due Nov 26) ",10119368
A-H105-001: World Art Before 1400 (Fall 2018),A-H105-001,1920457,Fall 2019,A-H 105,98003605,Section 001,97390293,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H105-001,"Assignment 2 - Visual Analysis, in class (Sept 4)",10119376
A-H105-001: World Art Before 1400 (Fall 2018),A-H105-001,1920457,Fall 2019,A-H 105,98003605,Section 001,97390293,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H105-001,First Exam (Sept 25),10119379
A-H105-001: World Art Before 1400 (Fall 2018),A-H105-001,1920457,Fall 2019,A-H 105,98003605,Section 001,97390293,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H105-001,Second Exam (Oct 30),10119381
A-H105-001: World Art Before 1400 (Fall 2018),A-H105-001,1920457,Fall 2019,A-H 105,98003605,Section 001,97390293,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H105-001,Final Exam (Dec 11),10119413
A-H105-001: World Art Before 1400 (Fall 2018),A-H105-001,1920457,Fall 2019,A-H 105,98003605,Section 001,97390293,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H105-001,Roll Call Attendance,10134007
A-H105-001: World Art Before 1400 (Fall 2018),A-H105-001,1920457,Fall 2019,A-H 105,98003605,Section 001,97390293,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H105-001,Assignment 3 - Term Def/Short Essay (in class Sept 13),10145200
A-H105-001: World Art Before 1400 (Fall 2018),A-H105-001,1920457,Fall 2019,A-H 105,98003605,Section 001,97390293,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H105-001,Assignment 5 - Slide Identification Quiz ,10145211
A-H105-001: World Art Before 1400 (Fall 2018),A-H105-001,1920457,Fall 2019,A-H 105,98003605,Section 001,97390293,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H105-001,"Assignment 7, Greece (Oct 9)",10156700
A-H105-001: World Art Before 1400 (Fall 2018),A-H105-001,1920457,Fall 2019,A-H 105,98003605,Section 001,97390293,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H105-001,Assignment 10 - Sutton Hoo (due Nov 4) ,10165477
A-H105-001: World Art Before 1400 (Fall 2018),A-H105-001,1920457,Fall 2019,A-H 105,98003605,Section 001,97390293,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H105-001,"Assignment 11, Islamic folio ",10170176
A-H105-001: World Art Before 1400 (Fall 2018),A-H105-001,1920457,Fall 2019,A-H 105,98003605,Section 001,97390293,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H105-001,Assignment 14 (Nov 29),10175834
A-H106-001: Renaissance To Modern Art (Fall 2018),A-H106-001,1930874,Fall 2019,A-H 106,98003606,Section 001,97390297,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H106-001,"Assignment 13, ""Degenerate"" Art (Due Nov 25) ",10119836
A-H106-001: Renaissance To Modern Art (Fall 2018),A-H106-001,1930874,Fall 2019,A-H 106,98003606,Section 001,97390297,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H106-001,"Assignment 6, Ecstasy of St. Teresa (Due Sept 30)",10119837
A-H106-001: Renaissance To Modern Art (Fall 2018),A-H106-001,1930874,Fall 2019,A-H 106,98003606,Section 001,97390297,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H106-001,"Assignment 3, Sistine Chapel (due Sept 10) ",10119838
A-H106-001: Renaissance To Modern Art (Fall 2018),A-H106-001,1930874,Fall 2019,A-H 106,98003606,Section 001,97390297,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H106-001,"Assignment 9, 18th-century France (Due Oct 21)",10119840
A-H106-001: Renaissance To Modern Art (Fall 2018),A-H106-001,1930874,Fall 2019,A-H 106,98003606,Section 001,97390297,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H106-001,"Assignment 1, Intro Readings/Quiz (Due Aug 30)",10119841
A-H106-001: Renaissance To Modern Art (Fall 2018),A-H106-001,1930874,Fall 2019,A-H 106,98003606,Section 001,97390297,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H106-001,"Assignment 12, Gauguin (Due Nov 11)",10119842
A-H106-001: Renaissance To Modern Art (Fall 2018),A-H106-001,1930874,Fall 2019,A-H 106,98003606,Section 001,97390297,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H106-001,"Assignment 2 - Visual Analysis, in class (Aug 31)",10119889
A-H106-001: Renaissance To Modern Art (Fall 2018),A-H106-001,1930874,Fall 2019,A-H 106,98003606,Section 001,97390297,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H106-001,First Exam (Sept 24),10119937
A-H106-001: Renaissance To Modern Art (Fall 2018),A-H106-001,1930874,Fall 2019,A-H 106,98003606,Section 001,97390297,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H106-001,Second Exam (Oct 29),10119940
A-H106-001: Renaissance To Modern Art (Fall 2018),A-H106-001,1930874,Fall 2019,A-H 106,98003606,Section 001,97390297,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H106-001,Final Exam (Dec 13),10119942
A-H106-001: Renaissance To Modern Art (Fall 2018),A-H106-001,1930874,Fall 2019,A-H 106,98003606,Section 001,97390297,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H106-001,Roll Call Attendance,10130715
A-H106-001: Renaissance To Modern Art (Fall 2018),A-H106-001,1930874,Fall 2019,A-H 106,98003606,Section 001,97390297,HUM,Intellectual Inquiry in the Humanities,Kathleen S Wheeler,WHEELER,A-H106-001,Assignment 4 - Term Definition/Short Essay (Sept 14) ,10145217
