Course Name,Course Code,Course ID,Academic Term,Class,Class ID,Section,Section ID,Core Code,Core Text,Primary Instructor Formatted Name,Primary Instructor Link BLue Id,Course Section,Assignment Name,Assignment ID
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,09_Revisit the Team Contract and Gantt Chart,10105410
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,11_Design Review,10105411
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,10_The Job Interview,10105414
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,12_Instructor Demonstration,10105416
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,12_Video Upload,10105417
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,12_CATME Team Rater 2,10105418
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,12_Interview Reflection,10105420
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,12_Reflection_Diversity,10105421
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,05_Reflection_Reverse Engineering,10105422
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,13_Design Notebook Review Final,10105423
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,11_Excel Goalseek_Extra Credit,10105424
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,13_LinkedIn Profile,10105425
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,13_Reflection_The Human-Machine Interface,10105426
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,14_Reflection--The Engineering God Complex,10105428
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,60 Minutes Video Thoughts,10105429
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,9/5 - Bring Resume to Class,10105430
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,About Me,10105431
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Calendar/Planner Assignment,10105433
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Classroom Participation and Decorum,10105434
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Cover Letter for Career Development Office,10105435
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Cultural Event and Reflection,10105436
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Midterm Exam #1,10105437
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Exam 2,10105439
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Faculty Member to Interview,10105441
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Final Resume,10105443
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Finals Week Time,10105444
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Find a Job Reflection,10105446
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Handshake Setup,10105447
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Homework 1,10105448
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,In-Class Excel_Converting Units,10105449
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,In-Class Excel_Vehicle Accidents,10105450
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Interview Reflection,10105453
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Interview Summary,10105454
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Library/CRE Online Assignment,10105455
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,LinkedIn Profile,10105456
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Mid-term Grade Assignment,10105458
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Mock Interview Self-Evaluation Submission,10105459
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,MyLab and Mastering Ch. 16 Mathematical Model Problem,10105460
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,MyLab and Mastering Ch. 17 Input/Output,10105461
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,05_MyLab Excel Homework,10105463
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Person you will interview,10105464
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Reflection 2 Engineering Better Medicine,10105465
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Reflection Entry - How Is It Going?,10105466
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Reflection - Looking Ahead,10105467
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Resume for Career Development Office,10105468
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Resume Worksheet Assignment,10105469
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Revised Resume,10105470
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Reworked Notes (from one of your classes),10105471
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Roll Call Attendance,10105472
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Self-Portrait Oral Presentation,10105474
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Song Credit,10105475
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Team Charter,10105476
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,02_Engineering Grand Challenges Presentation,10138560
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,03_Upload Revised Resume,10142124
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Extra Credit,10152604
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Excel,10155406
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Excel 2,10163627
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,MATLAB Basics,10163628
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,09_In Class Program,10164823
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Ch. 17 Input/Output,10170195
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Input/Output 2,10170197
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,Finals Week Information,10174605
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,13_In class work,10174646
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,14_In Class_Failure PowerPoint,10176382
EGR 215 Intro To Prac Of Egr Transfer Students (Fall 2018),EGR 215,1925708,Fall 2019,EGR 215,98021481,Section 001,97411971,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-001,14_Revised Cover Letter,10177346
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,00_Getting To Know You,10102049
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,11_What do I want to do? How do I get there?,10102050
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,05_Extra Credit Innovation Center Safety,10102051
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,02_3D Printer Quiz,10102052
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,Stereotypes of engineers,10102053
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,Common Traits of Engineers,10102054
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,01_ Bring Resume to Class,10102055
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,01_Discipline Chart,10102056
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,01_Resume for Career Development Office,10102057
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,02_Alogrithm for Pouring a Bowl of Cereal,10102058
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,02_Handshake Setup,10102059
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,03_Ethics,10102060
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,03_Mini Project Design Notebook,10102061
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,03_Team Contract,10102062
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,03_Team Gantt Chart,10102063
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,04_Faculty Member to Interview,10102064
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,04_In-Class Excel Table,10102065
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,04_Innovation Center 3D Coin Print,10102066
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,04_Product Lists,10102067
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,04_Reflection_Critical Thinking,10102068
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,06_Excel Graph In Class,10102069
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,05_Learning Styles Reflection,10102070
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,06_Mathematical Model,10102071
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,05_Career Fair Reflection,10102072
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,07_CATME TEAM RATER,10102073
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,07_Design Notebook Review,10102074
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,06_Final Resume,10102075
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,07_Find a Job Reflection,10102076
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,07_MATLAB Basics ,10102077
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,08_Cover Letter for Career Development Office,10102078
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,08_MATLAB Algorithms Assignment,10102079
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,09_In-class Paper Airplane,10102080
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,10_Instruction Manual,10102081
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,09_MATLAB Input/Output,10102082
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,09_Revisit the Team Contract and Gantt Chart,10102083
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,11_Design Review,10102084
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,10_The Job Interview,10102085
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,12_Instructor Demonstration,10102086
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,12_Video Upload,10102087
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,13_CATME Team Rater 2,10102088
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,12_Interview Reflection,10102089
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,12_Reflection_Diversity,10102090
EGR215with Dr. B (Fall 2018),EGR215-3and4,1925831,Fall 2019,EGR 215,98021481,Section 004,97411974,ACR,Intellectual Inquiry Arts & Creativity,Jennifer L Lovely,JLFRED2,EGR215-004,05_Reflection_Reverse Engineering,10102091
